No.,cpuname,Description:,Socket:,Clockspeed:,Turbo Speed:,Cores:,Threads:,Typical TDP:,Cache Size:,Memory Support:,Other names:,CPU First Seen on Charts:,CPUmark/$Price:,Overall Rank:,Last Price Change:,PassMark CPU Rating:,Single Thread Rating:,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread,single_thread,multi_thread,FLOPS,Class:,TDP Down:,TDP Up,Total Cores:,Primary Cores:,Secondary Cores:,Performance Cores:,Efficient Cores:
104,AMD Athlon Dual Core 4450e,AMD Athlon(tm) Dual Core Processor 4450e,AM2,2.3 GHz,,2,2,45 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) Dual Core Processor 4450e,Q1 2009,48.71,3730,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",705,801,"2,677 MOps/Sec","1,688 MOps/Sec",3 Million Primes/Sec,"2,239 Thousand Strings/Sec",213.5 MBytes/Sec,"16,331 KBytes/Sec",71 Frames/Sec,242 Million Matrices/Sec,801 MOps/Sec,801.0,242.0,1688.0,Desktop,,,,,,,
108,AMD Athlon Dual Core 5050e,AMD Athlon(tm) Dual Core Processor 5050e,AM2,2.6 GHz,,2,2,45 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) Dual Core Processor 5050e,Q1 2009,13.48,3604,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",809,904,"3,051 MOps/Sec","1,908 MOps/Sec",3 Million Primes/Sec,"2,590 Thousand Strings/Sec",272.3 MBytes/Sec,"19,020 KBytes/Sec",75 Frames/Sec,259 Million Matrices/Sec,904 MOps/Sec,904.0,259.0,1908.0,Desktop,,,,,,,
151,AMD Athlon II X2 B28,AMD Athlon(tm) II X2 B28 Processor,AM3,3.4 GHz,,2,2,65 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X2 B28 Processor,Q3 2012,32.65,3147,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1274,1362,"3,822 MOps/Sec","2,818 MOps/Sec",6 Million Primes/Sec,"3,521 Thousand Strings/Sec",342.7 MBytes/Sec,"27,908 KBytes/Sec",109 Frames/Sec,636 Million Matrices/Sec,"1,362 MOps/Sec",1362.0,636.0,2818.0,Desktop,,,,,,,
128,AMD Athlon II X2 215,AMD Athlon(tm) II X2 215 Processor,AM3,2.7 GHz,,2,2,65 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) II X2 215 Processor,Q3 2009,33.21,3456,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",962,1030,"2,858 MOps/Sec","2,231 MOps/Sec",4 Million Primes/Sec,"2,703 Thousand Strings/Sec",254.6 MBytes/Sec,"21,588 KBytes/Sec",93 Frames/Sec,476 Million Matrices/Sec,"1,030 MOps/Sec",1030.0,476.0,2231.0,Desktop,,,,,,,
107,AMD Athlon Dual Core 5000B,AMD Athlon(tm) Dual Core Processor 5000B,AM2,2.6 GHz,,2,2,65 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) Dual Core Processor 5000B,Q2 2009,9.02,3552,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",856,942,"3,492 MOps/Sec","1,978 MOps/Sec",4 Million Primes/Sec,"2,775 Thousand Strings/Sec",241.5 MBytes/Sec,"20,409 KBytes/Sec",70 Frames/Sec,308 Million Matrices/Sec,942 MOps/Sec,942.0,308.0,1978.0,Desktop,,,,,,,
182,AMD Athlon Neo X2 Dual Core L335,AMD Athlon(tm) Neo X2 Dual Core Processor L335,AMD Athlon(tm) Neo X2 Dual Core Processor L335,1.6 GHz,,2,2,18 W,"L1: 256 KB, L2: 0.5 MB,",,AMD Athlon(tm) Neo X2 Dual Core Processor L335,Q3 2009,NA,3937,NA,529,570,"1,805 MOps/Sec","1,275 MOps/Sec",3 Million Primes/Sec,"1,818 Thousand Strings/Sec",190.0 MBytes/Sec,"12,896 KBytes/Sec",58 Frames/Sec,179 Million Matrices/Sec,570 MOps/Sec,570.0,179.0,1275.0,AMD Athlon(tm) Neo X2 Dual Core Processor L335,,,,,,,
99,AMD Athlon 7550 Dual-Core,AMD Athlon(tm) 7550 Dual-Core Processor,AM2+,2.5 GHz,,2,2,95 W,"L1: 256 KB, L2: 1.0 MB, L3: 2 MB",,AMD Athlon(tm) 7550 Dual-Core Processor,Q2 2009,60.23,3509,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",900,934,"2,595 MOps/Sec","2,119 MOps/Sec",4 Million Primes/Sec,"2,572 Thousand Strings/Sec",249.9 MBytes/Sec,"20,717 KBytes/Sec",84 Frames/Sec,420 Million Matrices/Sec,934 MOps/Sec,934.0,420.0,2119.0,Desktop,,,,,,,
180,AMD Athlon Neo X2 Dual Core 6850e,AMD Athlon(tm) Neo X2 Dual Core Processor 6850e,AMD Athlon(tm) Neo X2 Dual Core Processor 6850e,1.8 GHz,,2,2,22 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) Neo X2 Dual Core Processor 6850e,Q4 2009,NA,4009,NA,456,566,"1,487 MOps/Sec","1,105 MOps/Sec",2 Million Primes/Sec,"1,564 Thousand Strings/Sec",128.1 MBytes/Sec,"11,038 KBytes/Sec",59 Frames/Sec,156 Million Matrices/Sec,566 MOps/Sec,566.0,156.0,1105.0,AMD Athlon(tm) Neo X2 Dual Core Processor 6850e,,,,,,,
149,AMD Athlon II X2 B24,AMD Athlon(tm) II X2 B24 Processor,AM3,3.0 GHz,,2,2,65 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X2 B24 Processor,Q1 2010,46.48,3289,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1120,1205,"3,305 MOps/Sec","2,617 MOps/Sec",5 Million Primes/Sec,"3,143 Thousand Strings/Sec",292.4 MBytes/Sec,"25,426 KBytes/Sec",104 Frames/Sec,558 Million Matrices/Sec,"1,205 MOps/Sec",1205.0,558.0,2617.0,Desktop,,,,,,,
198,AMD Athlon X2 250,AMD Athlon(tm) X2 250 Processor,AMD Athlon(tm) X2 250 Processor,3.0 GHz,,2,2,65 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) X2 250 Processor,Q2 2009,NA,3554,NA,855,1099,"2,191 MOps/Sec","2,152 MOps/Sec",3 Million Primes/Sec,"2,278 Thousand Strings/Sec",222.0 MBytes/Sec,"19,585 KBytes/Sec",68 Frames/Sec,272 Million Matrices/Sec,"1,099 MOps/Sec",1099.0,272.0,2152.0,AMD Athlon(tm) X2 250 Processor,,,,,,,
86,AMD Athlon 64 X2 Dual Core 5600+,"AMD Athlon(tm) 64 X2 Dual Core Processor 5600+, AMD Athlon(tm) 64 X2 Dual Core CPU 5600+",AM2,2.8 GHz,,2,2,89 W,"L1: 256 KB, L2: 2.0 MB,",,"AMD Athlon(tm) 64 X2 Dual Core Processor 5600+, AMD Athlon(tm) 64 X2 Dual Core CPU 5600+",Q4 2008,8.50,3500,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",912,1024,"3,477 MOps/Sec","2,017 MOps/Sec",5 Million Primes/Sec,"2,850 Thousand Strings/Sec",266.1 MBytes/Sec,"21,292 KBytes/Sec",80 Frames/Sec,312 Million Matrices/Sec,"1,024 MOps/Sec",1024.0,312.0,2017.0,Desktop,,,,,,,
146,AMD Athlon II X2 4400e,AMD Athlon(tm) II X2 4400e Processor,AMD Athlon(tm) II X2 4400e Processor,2.7 GHz,,2,2,37 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X2 4400e Processor,Q3 2009,NA,3439,NA,978,1069,"2,809 MOps/Sec","2,392 MOps/Sec",5 Million Primes/Sec,"2,858 Thousand Strings/Sec",269.4 MBytes/Sec,"23,042 KBytes/Sec",109 Frames/Sec,455 Million Matrices/Sec,"1,069 MOps/Sec",1069.0,455.0,2392.0,AMD Athlon(tm) II X2 4400e Processor,,,,,,,
157,AMD Athlon II X3 440,AMD Athlon(tm) II X3 440 Processor,AM3,3.0 GHz,,3,3,95 W,"L1: 384 KB, L2: 1.5 MB,",,AMD Athlon(tm) II X3 440 Processor,Q1 2010,116.78,2840,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1712,1194,"5,135 MOps/Sec","3,827 MOps/Sec",7 Million Primes/Sec,"5,005 Thousand Strings/Sec",458.9 MBytes/Sec,"39,304 KBytes/Sec",144 Frames/Sec,855 Million Matrices/Sec,"1,194 MOps/Sec",1194.0,855.0,3827.0,Desktop,,,,,,,
120,AMD Athlon II Neo K125,AMD Athlon(tm) II Neo K125 Processor,S1,1.7 GHz,,1,1,12 W,"L1: 128 KB, L2: 1.0 MB,",,AMD Athlon(tm) II Neo K125 Processor,Q2 2010,NA,4188,NA,302,613,"1,001 MOps/Sec",741 MOps/Sec,2 Million Primes/Sec,970 Thousand Strings/Sec,77.3 MBytes/Sec,"7,488 KBytes/Sec",37 Frames/Sec,105 Million Matrices/Sec,613 MOps/Sec,613.0,105.0,741.0,Laptop,,,,,,,
109,AMD Athlon Dual Core 5200B,AMD Athlon(tm) Dual Core Processor 5200B,AM2,2.7 GHz,,2,2,65 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) Dual Core Processor 5200B,Q2 2009,NA,3592,NA,823,966,"3,497 MOps/Sec","2,101 MOps/Sec",4 Million Primes/Sec,"2,980 Thousand Strings/Sec",238.4 MBytes/Sec,"21,699 KBytes/Sec",72 Frames/Sec,321 Million Matrices/Sec,966 MOps/Sec,966.0,321.0,2101.0,Desktop,,,,,,,
116,AMD Athlon II Dual-Core M340,AMD Athlon(tm) II Dual-Core M340,AMD Athlon(tm) II Dual-Core M340,2.2 GHz,,2,2,35 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) II Dual-Core M340,Q2 2010,NA,3606,NA,807,858,"2,659 MOps/Sec","2,199 MOps/Sec",5 Million Primes/Sec,"2,020 Thousand Strings/Sec",271.2 MBytes/Sec,"19,574 KBytes/Sec",98 Frames/Sec,302 Million Matrices/Sec,858 MOps/Sec,858.0,302.0,2199.0,AMD Athlon(tm) II Dual-Core M340,,,,,,,
155,AMD Athlon II X3 425,AMD Athlon(tm) II X3 425 Processor,AM3,2.7 GHz,,3,3,95 W,"L1: 384 KB, L2: 1.5 MB,",,AMD Athlon(tm) II X3 425 Processor,Q3 2009,26.91,2931,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1570,1086,"4,713 MOps/Sec","3,654 MOps/Sec",6 Million Primes/Sec,"4,407 Thousand Strings/Sec",426.1 MBytes/Sec,"36,067 KBytes/Sec",131 Frames/Sec,787 Million Matrices/Sec,"1,086 MOps/Sec",1086.0,787.0,3654.0,Desktop,,,,,,,
158,AMD Athlon II X3 445,AMD Athlon(tm) II X3 445 Processor,AM3,3.1 GHz,,3,3,95 W,"L1: 384 KB, L2: 1.5 MB,",,AMD Athlon(tm) II X3 445 Processor,Q3 2010,121.16,2773,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1816,1273,"5,481 MOps/Sec","4,092 MOps/Sec",7 Million Primes/Sec,"5,058 Thousand Strings/Sec",493.0 MBytes/Sec,"41,334 KBytes/Sec",151 Frames/Sec,907 Million Matrices/Sec,"1,273 MOps/Sec",1273.0,907.0,4092.0,Desktop,,,,,,,
28,AMD A6-3670 APU,AMD A6-3670 APU with Radeon(tm) HD Graphics,FM1,2.7 GHz,,4,4,100 W,"L1: 512 KB, L2: 4.0 MB,",,AMD A6-3670 APU with Radeon(tm) HD Graphics,Q1 2012,39.39,2571,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2165,1144,"6,395 MOps/Sec","4,788 MOps/Sec",10 Million Primes/Sec,"5,903 Thousand Strings/Sec",562.1 MBytes/Sec,"47,556 KBytes/Sec",185 Frames/Sec,"1,187 Million Matrices/Sec","1,144 MOps/Sec",1144.0,1187.0,4788.0,Desktop,,,,,,,
134,AMD Athlon II X2 245,"AMD Athlon(tm) II X2 245 Processor, AMD Athlon(tm) X2 245 Processor",AM2+/AM3,2.9 GHz,,2,2,65 W,"L1: 256 KB, L2: 2.0 MB,",,"AMD Athlon(tm) II X2 245 Processor, AMD Athlon(tm) X2 245 Processor",Q3 2009,27.25,3323,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1087,1138,"3,164 MOps/Sec","2,516 MOps/Sec",5 Million Primes/Sec,"3,008 Thousand Strings/Sec",293.1 MBytes/Sec,"24,407 KBytes/Sec",101 Frames/Sec,539 Million Matrices/Sec,"1,138 MOps/Sec",1138.0,539.0,2516.0,Desktop,,,,,,,
125,AMD Athlon II P320 Dual-Core,AMD Athlon(tm) II P320 Dual-Core Processor,AMD Athlon(tm) II P320 Dual-Core Processor,2.1 GHz,,2,2,25 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) II P320 Dual-Core Processor,Q2 2010,34.79,3743,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",694,819,"2,275 MOps/Sec","1,758 MOps/Sec",4 Million Primes/Sec,"2,204 Thousand Strings/Sec",198.2 MBytes/Sec,"17,129 KBytes/Sec",77 Frames/Sec,235 Million Matrices/Sec,819 MOps/Sec,819.0,235.0,1758.0,AMD Athlon(tm) II P320 Dual-Core Processor,,,,,,,
66,AMD Athlon 64 3000+,AMD Athlon(tm) 64 Processor 3000+,Socket 754,2.0 GHz,,1,1,89 W,"L1: 128 KB, L2: 0.5 MB,",,AMD Athlon(tm) 64 Processor 3000+,Q4 2008,16.68,4146,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",334,615,"1,318 MOps/Sec",773 MOps/Sec,2 Million Primes/Sec,"1,022 Thousand Strings/Sec",104.7 MBytes/Sec,"7,427 KBytes/Sec",35 Frames/Sec,106 Million Matrices/Sec,615 MOps/Sec,615.0,106.0,773.0,Desktop,,,,,,,
165,AMD Athlon II X4 615e,AMD Athlon(tm) II X4 615e Processor,AM3,2.5 GHz,,4,4,45 W,"L1: 512 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X4 615e Processor,Q4 2010,33.90,2654,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2000,1037,"5,992 MOps/Sec","4,306 MOps/Sec",9 Million Primes/Sec,"5,745 Thousand Strings/Sec",552.1 MBytes/Sec,"44,387 KBytes/Sec",174 Frames/Sec,"1,026 Million Matrices/Sec","1,037 MOps/Sec",1037.0,1026.0,4306.0,Desktop,,,,,,,
132,AMD Athlon II X2 240,AMD Athlon(tm) II X2 240 Processor,AM3,2.8 GHz,,2,2,65 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X2 240 Processor,Q3 2009,41.03,3384,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1024,1069,"2,963 MOps/Sec","2,371 MOps/Sec",5 Million Primes/Sec,"2,841 Thousand Strings/Sec",283.0 MBytes/Sec,"22,715 KBytes/Sec",96 Frames/Sec,489 Million Matrices/Sec,"1,069 MOps/Sec",1069.0,489.0,2371.0,Desktop,,,,,,,
137,AMD Athlon II X2 250e,AMD Athlon(tm) II X2 250e Processor,AM3,3.0 GHz,,2,2,45 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X2 250e Processor,Q2 2011,15.05,3260,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1155,1201,"3,778 MOps/Sec","2,773 MOps/Sec",5 Million Primes/Sec,"3,402 Thousand Strings/Sec",359.9 MBytes/Sec,"27,263 KBytes/Sec",91 Frames/Sec,606 Million Matrices/Sec,"1,201 MOps/Sec",1201.0,606.0,2773.0,Desktop,,,,,,,
103,AMD Athlon Dual Core 4450B,AMD Athlon(tm) Dual Core Processor 4450B,AM2+,2.3 GHz,,2,2,45 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) Dual Core Processor 4450B,Q1 2009,23.18,3714,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",719,798,"2,698 MOps/Sec","1,679 MOps/Sec",4 Million Primes/Sec,"2,387 Thousand Strings/Sec",218.1 MBytes/Sec,"17,312 KBytes/Sec",71 Frames/Sec,261 Million Matrices/Sec,798 MOps/Sec,798.0,261.0,1679.0,Desktop,,,,,,,
135,AMD Athlon II X2 245e,AMD Athlon(tm) II X2 245e Processor,AM3,2.9 GHz,,2,2,45 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X2 245e Processor,Q1 2011,58.66,3244,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1171,1182,"3,516 MOps/Sec","2,678 MOps/Sec",7 Million Primes/Sec,"3,323 Thousand Strings/Sec",324.0 MBytes/Sec,"26,176 KBytes/Sec",117 Frames/Sec,588 Million Matrices/Sec,"1,182 MOps/Sec",1182.0,588.0,2678.0,Desktop,,,,,,,
154,AMD Athlon II X3 415e,AMD Athlon(tm) II X3 415e Processor,AM3,2.5 GHz,,3,3,45 W,"L1: 384 KB, L2: 1.5 MB,",,AMD Athlon(tm) II X3 415e Processor,Q4 2010,19.21,3032,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1441,1028,"4,595 MOps/Sec","3,209 MOps/Sec",7 Million Primes/Sec,"4,380 Thousand Strings/Sec",350.4 MBytes/Sec,"34,393 KBytes/Sec",147 Frames/Sec,755 Million Matrices/Sec,"1,028 MOps/Sec",1028.0,755.0,3209.0,Desktop,,,,,,,
29,AMD A6-4400M APU,AMD A6-4400M APU with Radeon(tm) HD Graphics,FS1r2,2.7 GHz,3.2 GHz,2 (in 1 physical modules),,35 W,"L1: 160 KB, L2: 2.0 MB,",,AMD A6-4400M APU with Radeon(tm) HD Graphics,Q2 2012,37.27,3410,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1006,1026,"6,467 MOps/Sec","1,899 MOps/Sec",4 Million Primes/Sec,"2,107 Thousand Strings/Sec",291.9 MBytes/Sec,"16,408 KBytes/Sec",108 Frames/Sec,405 Million Matrices/Sec,"1,026 MOps/Sec",1026.0,405.0,1899.0,Laptop,,,,,,,
25,AMD A6-3600 APU,AMD A6-3600 APU with Radeon(tm) HD Graphics,FM1,2.1 GHz,2.4 GHz,4,4,65 W,"L1: 512 KB, L2: 4.0 MB,",,AMD A6-3600 APU with Radeon(tm) HD Graphics,Q4 2011,65.94,2881,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1645,897,"4,745 MOps/Sec","3,863 MOps/Sec",8 Million Primes/Sec,"4,373 Thousand Strings/Sec",444.7 MBytes/Sec,"35,210 KBytes/Sec",160 Frames/Sec,815 Million Matrices/Sec,897 MOps/Sec,897.0,815.0,3863.0,Desktop,,,,,,,
140,AMD Athlon II X2 260,"AMD Athlon(tm) II X2 260 Processor, AMD Athlon(tm) X2 260 Processor, AMD Athlon(tm) II X2 260",AM3,3.2 GHz,,2,2,65 W,"L1: 256 KB, L2: 2.0 MB,",,"AMD Athlon(tm) II X2 260 Processor, AMD Athlon(tm) X2 260 Processor, AMD Athlon(tm) II X2 260",Q3 2010,91.34,3273,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1141,1235,"3,308 MOps/Sec","2,625 MOps/Sec",5 Million Primes/Sec,"3,226 Thousand Strings/Sec",306.4 MBytes/Sec,"25,582 KBytes/Sec",106 Frames/Sec,557 Million Matrices/Sec,"1,235 MOps/Sec",1235.0,557.0,2625.0,Desktop,,,,,,,
102,AMD Athlon Dual Core 4050e,AMD Athlon(tm) Dual Core Processor 4050e,AM2,2.1 GHz,,2,2,45 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) Dual Core Processor 4050e,Q1 2009,NA,3774,NA,674,751,"2,763 MOps/Sec","1,616 MOps/Sec",4 Million Primes/Sec,"2,177 Thousand Strings/Sec",206.9 MBytes/Sec,"16,325 KBytes/Sec",69 Frames/Sec,261 Million Matrices/Sec,751 MOps/Sec,751.0,261.0,1616.0,Desktop,,,,,,,
13,AMD A4-3300 APU,AMD A4-3300 APU with Radeon(tm) HD Graphics,FM1,2.5 GHz,,2,2,65 W,"L1: 256 KB, L2: 1.0 MB,",,AMD A4-3300 APU with Radeon(tm) HD Graphics,Q4 2011,17.07,3451,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",967,1014,"2,799 MOps/Sec","2,270 MOps/Sec",4 Million Primes/Sec,"2,685 Thousand Strings/Sec",242.8 MBytes/Sec,"21,064 KBytes/Sec",101 Frames/Sec,497 Million Matrices/Sec,"1,014 MOps/Sec",1014.0,497.0,2270.0,Desktop,,,,,,,
150,AMD Athlon II X2 B26,AMD Athlon(tm) II X2 B26 Processor,AMD Athlon(tm) II X2 B26 Processor,3.2 GHz,,2,2,65 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X2 B26 Processor,Q3 2011,47.83,3222,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1193,1251,"3,453 MOps/Sec","2,827 MOps/Sec",5 Million Primes/Sec,"3,366 Thousand Strings/Sec",329.5 MBytes/Sec,"26,993 KBytes/Sec",114 Frames/Sec,564 Million Matrices/Sec,"1,251 MOps/Sec",1251.0,564.0,2827.0,AMD Athlon(tm) II X2 B26 Processor,,,,,,,
124,AMD Athlon II Neo N36L Dual-Core,AMD Athlon(tm) II Neo N36L Dual-Core Processor,AMD Athlon(tm) II Neo N36L Dual-Core Processor,1.3 GHz,,2,2,12 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) II Neo N36L Dual-Core Processor,Q4 2010,NA,3988,NA,478,521,"1,561 MOps/Sec","1,146 MOps/Sec",3 Million Primes/Sec,"1,491 Thousand Strings/Sec",141.7 MBytes/Sec,"11,615 KBytes/Sec",60 Frames/Sec,162 Million Matrices/Sec,521 MOps/Sec,521.0,162.0,1146.0,Laptop,,,,,,,
175,AMD Athlon II X4 650,AMD Athlon(tm) II X4 650 Processor,AMD Athlon(tm) II X4 650 Processor,3.2 GHz,,4,4,95 W,"L1: 512 KB, L2: 2.0 MB,",,AMD Athlon(tm) II X4 650 Processor,Q3 2011,14.46,2422,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2409,1307,"7,457 MOps/Sec","5,208 MOps/Sec",9 Million Primes/Sec,"6,973 Thousand Strings/Sec",658.3 MBytes/Sec,"57,955 KBytes/Sec",187 Frames/Sec,"1,246 Million Matrices/Sec","1,307 MOps/Sec",1307.0,1246.0,5208.0,AMD Athlon(tm) II X4 650 Processor,,,,,,,
145,AMD Athlon II X2 4300e,AMD Athlon(tm) II X2 4300e Processor,AMD Athlon(tm) II X2 4300e Processor,2.6 GHz,,2,2,13 W,"L1: 256 KB, L2: 1.0 MB,",,AMD Athlon(tm) II X2 4300e Processor,Q1 2012,NA,3428,NA,990,1074,"3,282 MOps/Sec","2,437 MOps/Sec",5 Million Primes/Sec,"3,124 Thousand Strings/Sec",244.8 MBytes/Sec,"23,936 KBytes/Sec",115 Frames/Sec,528 Million Matrices/Sec,"1,074 MOps/Sec",1074.0,528.0,2437.0,AMD Athlon(tm) II X2 4300e Processor,,,,,,,
21,AMD A6-3410MX APU,AMD A6-3410MX APU with Radeon(tm) HD Graphics,FS1,1.6 GHz,2.3 GHz,4,4,45 W,"L1: 512 KB, L2: 4.0 MB,",,AMD A6-3410MX APU with Radeon(tm) HD Graphics,Q3 2011,316.44,3158,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1263,732,"3,162 MOps/Sec","2,949 MOps/Sec",8 Million Primes/Sec,"3,564 Thousand Strings/Sec",341.1 MBytes/Sec,"28,101 KBytes/Sec",147 Frames/Sec,617 Million Matrices/Sec,732 MOps/Sec,732.0,617.0,2949.0,Laptop,,,,,,,
89,AMD Athlon 64 X2 Dual Core 6400+,AMD Athlon(tm) 64 X2 Dual Core Processor 6400+,AM2,3.2 GHz,,2,2,125 W,"L1: 256 KB, L2: 2.0 MB,",,AMD Athlon(tm) 64 X2 Dual Core Processor 6400+,Q4 2008,3.99,3421,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",998,1129,"3,749 MOps/Sec","2,196 MOps/Sec",5 Million Primes/Sec,"3,158 Thousand Strings/Sec",295.9 MBytes/Sec,"23,523 KBytes/Sec",85 Frames/Sec,336 Million Matrices/Sec,"1,129 MOps/Sec",1129.0,336.0,2196.0,Desktop,,,,,,,
173,AMD Athlon II X4 641 Quad-Core,AMD Athlon(tm) II X4 641 Quad-Core Processor,FM1,2.8 GHz,,4,4,100 W,"L1: 512 KB, L2: 4.0 MB,",,AMD Athlon(tm) II X4 641 Quad-Core Processor,Q1 2012,196.32,2484,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2313,1207,"6,955 MOps/Sec","5,599 MOps/Sec",10 Million Primes/Sec,"6,001 Thousand Strings/Sec",645.2 MBytes/Sec,"52,077 KBytes/Sec",169 Frames/Sec,"1,318 Million Matrices/Sec","1,207 MOps/Sec",1207.0,1318.0,5599.0,Desktop,,,,,,,
100,AMD Athlon 7750 Dual-Core,AMD Athlon(tm) 7750 Dual-Core Processor,AM2+,2.7 GHz,,2,2,95 W,"L1: 256 KB, L2: 1.0 MB, L3: 2 MB",,AMD Athlon(tm) 7750 Dual-Core Processor,Q1 2009,12.10,3449,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",968,1035,"2,961 MOps/Sec","2,271 MOps/Sec",5 Million Primes/Sec,"2,755 Thousand Strings/Sec",243.6 MBytes/Sec,"21,385 KBytes/Sec",88 Frames/Sec,494 Million Matrices/Sec,"1,035 MOps/Sec",1035.0,494.0,2271.0,Desktop,,,,,,,
82,AMD Athlon 64 X2 Dual Core 4800+,"AMD Athlon(tm) 64 X2 Dual Core Processor 4800+, AMD Athlon(tm) 64 X2 Dual Core CPU 4800+, AMD Athlon(tm) 64 X2 Processor 4800+, AMD Athlon(tm)64 X2 Dual Core Processor 4800+",AM2,2.5 GHz,,2,2,65 W,"L1: 256 KB, L2: 1.0 MB,",,"AMD Athlon(tm) 64 X2 Dual Core Processor 4800+, AMD Athlon(tm) 64 X2 Dual Core CPU 4800+, AMD Athlon(tm) 64 X2 Processor 4800+, AMD Athlon(tm)64 X2 Dual Core Processor 4800+",Q4 2008,4.53,3767,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",679,876,"2,881 MOps/Sec","1,757 MOps/Sec",3 Million Primes/Sec,"2,563 Thousand Strings/Sec",218.6 MBytes/Sec,"16,674 KBytes/Sec",63 Frames/Sec,231 Million Matrices/Sec,876 MOps/Sec,876.0,231.0,1757.0,Desktop,,,,,,,
152,AMD Athlon II X3 400e,AMD Athlon(tm) II X3 400e Processor,AM3,2.2 GHz,,3,3,45 W,"L1: 384 KB, L2: 1.5 MB,",,AMD Athlon(tm) II X3 400e Processor,Q4 2009,51.80,3112,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1320,908,"4,096 MOps/Sec","3,013 MOps/Sec",7 Million Primes/Sec,"3,896 Thousand Strings/Sec",306.0 MBytes/Sec,"29,634 KBytes/Sec",138 Frames/Sec,660 Million Matrices/Sec,908 MOps/Sec,908.0,660.0,3013.0,Desktop,,,,,,,
